1.440000000000000000e+02,5.873295358348151467e+02
1.450000000000000000e+02,5.873295358348151467e+02
1.460000000000000000e+02,5.873295358348151467e+02
1.470000000000000000e+02,5.873295358348151467e+02
1.480000000000000000e+02,5.873295358348151467e+02
1.490000000000000000e+02,5.873295358348151467e+02
1.500000000000000000e+02,5.873295358348151467e+02
1.510000000000000000e+02,5.873295358348151467e+02
1.520000000000000000e+02,5.873295358348151467e+02
1.530000000000000000e+02,5.873295358348151467e+02
1.540000000000000000e+02,5.873295358348151467e+02
1.550000000000000000e+02,5.873295358348151467e+02
1.560000000000000000e+02,5.873295358348151467e+02
1.570000000000000000e+02,5.873295358348151467e+02
1.580000000000000000e+02,5.873295358348151467e+02
1.590000000000000000e+02,5.873295358348151467e+02
1.680000000000000000e+02,5.232511306011972465e+02
1.690000000000000000e+02,5.232511306011972465e+02
1.700000000000000000e+02,5.232511306011972465e+02
1.710000000000000000e+02,5.232511306011972465e+02
1.720000000000000000e+02,4.938833012561241276e+02
1.730000000000000000e+02,4.938833012561241276e+02
1.740000000000000000e+02,4.938833012561241276e+02
1.750000000000000000e+02,4.938833012561241276e+02
1.760000000000000000e+02,5.232511306011972465e+02
1.770000000000000000e+02,5.232511306011972465e+02
1.780000000000000000e+02,5.232511306011972465e+02
1.840000000000000000e+02,6.592551138257398406e+02
1.850000000000000000e+02,6.592551138257398406e+02
1.860000000000000000e+02,6.592551138257398406e+02
1.920000000000000000e+02,4.400000000000000000e+02
1.930000000000000000e+02,4.400000000000000000e+02
1.940000000000000000e+02,4.400000000000000000e+02
2.000000000000000000e+02,5.873295358348151467e+02
2.010000000000000000e+02,5.873295358348151467e+02
2.020000000000000000e+02,5.873295358348151467e+02
2.030000000000000000e+02,5.873295358348151467e+02
2.040000000000000000e+02,5.873295358348151467e+02
2.050000000000000000e+02,5.873295358348151467e+02
2.060000000000000000e+02,5.873295358348151467e+02
2.070000000000000000e+02,5.873295358348151467e+02
2.080000000000000000e+02,5.873295358348151467e+02
2.090000000000000000e+02,5.873295358348151467e+02
2.100000000000000000e+02,5.873295358348151467e+02
2.160000000000000000e+02,5.232511306011972465e+02
2.170000000000000000e+02,5.232511306011972465e+02
2.180000000000000000e+02,5.232511306011972465e+02
2.190000000000000000e+02,5.232511306011972465e+02
2.200000000000000000e+02,5.232511306011972465e+02
2.210000000000000000e+02,5.232511306011972465e+02
2.220000000000000000e+02,5.232511306011972465e+02
2.230000000000000000e+02,5.232511306011972465e+02
2.320000000000000000e+02,4.938833012561241276e+02
2.330000000000000000e+02,4.938833012561241276e+02
2.340000000000000000e+02,4.938833012561241276e+02
2.350000000000000000e+02,4.938833012561241276e+02
2.360000000000000000e+02,4.400000000000000000e+02
2.370000000000000000e+02,4.400000000000000000e+02
2.380000000000000000e+02,4.400000000000000000e+02
2.390000000000000000e+02,4.400000000000000000e+02
2.400000000000000000e+02,4.938833012561241276e+02
2.410000000000000000e+02,4.938833012561241276e+02
2.420000000000000000e+02,4.938833012561241276e+02
2.430000000000000000e+02,4.938833012561241276e+02
2.440000000000000000e+02,4.938833012561241276e+02
2.450000000000000000e+02,4.938833012561241276e+02
2.460000000000000000e+02,4.938833012561241276e+02
2.470000000000000000e+02,4.938833012561241276e+02
2.480000000000000000e+02,4.938833012561241276e+02
2.490000000000000000e+02,4.938833012561241276e+02
2.500000000000000000e+02,4.938833012561241276e+02
2.510000000000000000e+02,4.938833012561241276e+02
2.520000000000000000e+02,4.938833012561241276e+02
2.530000000000000000e+02,4.938833012561241276e+02
2.540000000000000000e+02,4.938833012561241276e+02
2.550000000000000000e+02,4.938833012561241276e+02
2.560000000000000000e+02,4.938833012561241276e+02
2.570000000000000000e+02,4.938833012561241276e+02
2.580000000000000000e+02,4.938833012561241276e+02
2.590000000000000000e+02,4.938833012561241276e+02
2.640000000000000000e+02,4.938833012561241276e+02
2.650000000000000000e+02,4.938833012561241276e+02
2.660000000000000000e+02,4.938833012561241276e+02
2.670000000000000000e+02,4.938833012561241276e+02
2.680000000000000000e+02,4.400000000000000000e+02
2.690000000000000000e+02,4.400000000000000000e+02
2.700000000000000000e+02,4.400000000000000000e+02
2.710000000000000000e+02,4.400000000000000000e+02
2.720000000000000000e+02,4.938833012561241276e+02
2.730000000000000000e+02,4.938833012561241276e+02
2.740000000000000000e+02,4.938833012561241276e+02
2.800000000000000000e+02,6.592551138257398406e+02
2.810000000000000000e+02,6.592551138257398406e+02
2.820000000000000000e+02,6.592551138257398406e+02
2.880000000000000000e+02,5.543652619537441524e+02
2.890000000000000000e+02,5.543652619537441524e+02
2.900000000000000000e+02,5.543652619537441524e+02
2.960000000000000000e+02,8.800000000000000000e+02
2.970000000000000000e+02,8.800000000000000000e+02
2.980000000000000000e+02,8.800000000000000000e+02
2.990000000000000000e+02,8.800000000000000000e+02
3.000000000000000000e+02,8.800000000000000000e+02
3.010000000000000000e+02,8.800000000000000000e+02
3.020000000000000000e+02,8.800000000000000000e+02
3.030000000000000000e+02,8.800000000000000000e+02
3.040000000000000000e+02,8.800000000000000000e+02
3.050000000000000000e+02,8.800000000000000000e+02
3.060000000000000000e+02,8.800000000000000000e+02
3.120000000000000000e+02,7.839908719634985346e+02
3.130000000000000000e+02,7.839908719634985346e+02
3.140000000000000000e+02,7.839908719634985346e+02
3.150000000000000000e+02,7.839908719634985346e+02
3.160000000000000000e+02,7.399888454232687991e+02
3.170000000000000000e+02,7.399888454232687991e+02
3.180000000000000000e+02,7.399888454232687991e+02
3.190000000000000000e+02,7.399888454232687991e+02
3.200000000000000000e+02,8.800000000000000000e+02
3.210000000000000000e+02,8.800000000000000000e+02
3.220000000000000000e+02,8.800000000000000000e+02
3.230000000000000000e+02,8.800000000000000000e+02
3.240000000000000000e+02,8.800000000000000000e+02
3.250000000000000000e+02,8.800000000000000000e+02
3.260000000000000000e+02,7.839908719634985346e+02
3.270000000000000000e+02,7.839908719634985346e+02
3.280000000000000000e+02,7.839908719634985346e+02
3.290000000000000000e+02,7.839908719634985346e+02
3.300000000000000000e+02,8.800000000000000000e+02
3.310000000000000000e+02,8.800000000000000000e+02
3.320000000000000000e+02,8.800000000000000000e+02
3.330000000000000000e+02,8.800000000000000000e+02
3.340000000000000000e+02,7.839908719634985346e+02
3.350000000000000000e+02,7.839908719634985346e+02
3.360000000000000000e+02,8.800000000000000000e+02
3.370000000000000000e+02,8.800000000000000000e+02
3.390000000000000000e+02,7.839908719634985346e+02
3.410000000000000000e+02,8.800000000000000000e+02
3.420000000000000000e+02,7.839908719634985346e+02
3.430000000000000000e+02,7.839908719634985346e+02
3.440000000000000000e+02,8.800000000000000000e+02
3.450000000000000000e+02,8.800000000000000000e+02
3.460000000000000000e+02,7.839908719634985346e+02
3.470000000000000000e+02,8.800000000000000000e+02
3.480000000000000000e+02,8.800000000000000000e+02
3.490000000000000000e+02,7.839908719634985346e+02
3.500000000000000000e+02,7.839908719634985346e+02
3.510000000000000000e+02,8.800000000000000000e+02
3.520000000000000000e+02,7.839908719634985346e+02
3.530000000000000000e+02,7.839908719634985346e+02
3.540000000000000000e+02,8.800000000000000000e+02
